order_id,customer_id,order_date,payment_method,order_status,Customer_ID_Status
O01940,C0029,22-12-2025,Net Banking,Delivered,Valid
O01941,C0438,09-07-2026,UPI,Delivered,Valid
O01942,C0567,15-01-2026,Debit Card,Delivered,Valid
O01943,C0475,03-02-2026,Net Banking,Processing,Valid
O01944,C0582,29-07-2026,Net Banking,Delivered,Valid
O01945,C0167,12-01-2026,COD,Processing,Valid
O01946,C0244,06-09-2025,UPI,Delivered,Valid
O01947,C0699,18-11-2025,UPI,Delivered,Valid
O01948,C0790,04-04-2026,Debit Card,Delivered,Valid
O01949,C0585,19-01-2026,UPI,Cancelled,Valid
O01950,C0281,02-01-2026,Debit Card,Returned,Valid
O01951,C0257,31-05-2026,Net Banking,Delivered,Valid
O01952,C0128,05-12-2025,Net Banking,Returned,Valid
O01953,C0329,13-11-2025,Credit Card,Delivered,Valid
O01954,C0474,09-07-2025,COD,Delivered,Valid
O01955,C0478,19-07-2025,Debit Card,Delivered,Valid
O01956,C0654,11-04-2026,Credit Card,Delivered,Valid
O01957,C0060,23-04-2026,UPI,Delivered,Valid
O01958,C0625,09-04-2026,Debit Card,Delivered,Valid
O01959,C0452,01-10-2025,Debit Card,Processing,Valid
O01960,C0283,10-11-2025,COD,Delivered,Valid
O01961,C0233,19-05-2026,Credit Card,Delivered,Valid
O01962,C0633,01-06-2026,UPI,Delivered,Valid
O01963,C0118,01-06-2026,UPI,Delivered,Valid
O01964,C0701,17-03-2026,COD,Cancelled,Valid
O01965,C0325,22-07-2025,Net Banking,Processing,Valid
O01966,C0234,01-08-2025,Debit Card,Delivered,Valid
O01967,C0017,13-06-2026,Debit Card,Delivered,Valid
O01968,C0736,23-07-2025,Net Banking,Delivered,Valid
O01969,C0359,25-08-2025,UPI,Delivered,Valid
O01970,C0455,27-08-2025,Net Banking,Delivered,Valid
O01971,C0243,13-10-2025,Debit Card,Cancelled,Valid
O01972,C0381,14-06-2026,COD,Delivered,Valid
O01973,C0658,04-02-2026,Debit Card,Delivered,Valid
O01974,C0026,15-12-2025,Net Banking,Delivered,Valid
O01975,C0344,25-01-2026,Debit Card,Delivered,Valid
O01976,C0302,15-05-2026,UPI,Delivered,Valid
O01977,C0378,23-07-2025,Debit Card,Delivered,Valid
O01978,C0606,14-07-2025,UPI,Cancelled,Valid
O01979,C0217,08-12-2025,Net Banking,Processing,Valid
O01980,C0800,15-07-2026,Net Banking,Cancelled,Valid
O01981,C0730,24-12-2025,Credit Card,Delivered,Valid
O01982,C0597,17-07-2025,Credit Card,Delivered,Valid
O01983,C0781,29-05-2026,UPI,Delivered,Valid
O01984,C0230,16-04-2026,Net Banking,Cancelled,Valid
O01985,C0646,07-04-2026,COD,Delivered,Valid
O01986,C0751,01-09-2025,Net Banking,Delivered,Valid
O01987,C0622,27-02-2026,Net Banking,Delivered,Valid
O01988,C0452,10-12-2025,Debit Card,Delivered,Valid
O01989,C0590,28-11-2025,Credit Card,Delivered,Valid
O01990,C0249,29-07-2026,Debit Card,Delivered,Valid
O01991,C0467,09-12-2025,UPI,Returned,Valid
O01992,C0247,13-02-2026,COD,Delivered,Valid
O01993,C0082,28-12-2025,Net Banking,Delivered,Valid
O01994,C0079,02-01-2026,COD,Cancelled,Valid
O01995,C0236,15-02-2026,COD,Delivered,Valid
O01996,C0584,03-09-2025,Net Banking,Delivered,Valid
O01997,C0796,25-01-2026,Net Banking,Returned,Valid
O01998,C0142,07-05-2026,Debit Card,Delivered,Valid
O01999,C0350,08-12-2025,UPI,Delivered,Valid
O02000,C0419,01-02-2026,Net Banking,Delivered,Valid
O02001,C0590,11-03-2026,Credit Card,Delivered,Valid
O02002,C0465,08-07-2025,Credit Card,Delivered,Valid
O02003,C0429,12-11-2025,Net Banking,Processing,Valid
O02004,C0482,16-07-2026,UPI,Delivered,Valid
O02005,C0035,06-02-2026,UPI,Returned,Valid
O02006,C0171,07-08-2025,Credit Card,Delivered,Valid
O02007,C0543,15-01-2026,COD,Delivered,Valid
O02008,C0131,22-01-2026,Net Banking,Delivered,Valid
O02009,C0730,28-11-2025,UPI,Delivered,Valid
O02010,C0345,29-04-2026,Net Banking,Cancelled,Valid
O02011,C0111,05-07-2026,UPI,Delivered,Valid
O02012,C0757,29-12-2025,COD,Delivered,Valid
O02013,C0646,16-02-2026,COD,Delivered,Valid
O02014,C0776,02-03-2026,,Processing,Valid
O02015,C0188,06-07-2026,Net Banking,Delivered,Valid
O02016,C0086,16-09-2025,UPI,Cancelled,Valid
O02017,C0608,06-01-2026,COD,Delivered,Valid
O02018,C0329,10-02-2026,Credit Card,Delivered,Valid
O02019,C0740,28-04-2026,Debit Card,Processing,Valid
O02020,C0100,27-10-2025,Debit Card,Delivered,Valid
O02021,C0350,25-07-2025,Net Banking,Delivered,Valid
O02022,C0538,23-04-2026,Net Banking,Delivered,Valid
O02023,C0293,13-12-2025,COD,Delivered,Valid
O02024,C0776,30-09-2025,Credit Card,Delivered,Valid
O02025,C0753,10-07-2026,Credit Card,Delivered,Valid
O02026,C0532,20-11-2025,Net Banking,Cancelled,Valid
O02027,C0322,20-08-2025,Debit Card,Delivered,Valid
O02028,C0170,30-08-2025,Debit Card,Delivered,Valid
O02029,C0499,10-02-2026,Credit Card,Delivered,Valid
O02030,C0296,10-11-2025,Net Banking,Processing,Valid
O02031,C0109,27-10-2025,Debit Card,Delivered,Valid
O02032,C0099,14-10-2025,Net Banking,Delivered,Valid
O02033,C0773,25-09-2025,UPI,Cancelled,Valid
O02034,C0041,03-04-2026,Net Banking,Delivered,Valid
O02035,C0007,08-03-2026,UPI,Delivered,Valid
O02036,C0209,22-11-2025,Net Banking,Delivered,Valid
O02037,C0750,13-02-2026,Net Banking,Delivered,Valid
O02038,C0465,29-11-2025,UPI,Processing,Valid
O02039,C0724,31-08-2025,COD,Delivered,Valid
O02040,C0506,12-11-2025,UPI,Delivered,Valid
O02041,C0286,10-07-2026,UPI,Delivered,Valid
O02042,C0081,17-07-2026,Credit Card,Processing,Valid
O02043,C0077,15-12-2025,Credit Card,Delivered,Valid
O02044,C0344,19-11-2025,COD,Cancelled,Valid
O02045,C0754,20-03-2026,UPI,Processing,Valid
O02046,C0705,09-12-2025,UPI,Delivered,Valid
O02047,C0103,27-06-2026,Net Banking,Delivered,Valid
O02048,C0195,12-04-2026,UPI,Cancelled,Valid
O02049,C0643,05-07-2025,Credit Card,Delivered,Valid
O02050,C0601,09-01-2026,Credit Card,Returned,Valid
O02051,C0201,13-11-2025,COD,Delivered,Valid
O02052,C0497,04-10-2025,COD,Delivered,Valid
O02053,C0135,10-10-2025,UPI,Delivered,Valid
O02054,C0741,19-07-2026,Credit Card,Delivered,Valid
O02055,C0445,04-08-2025,COD,Delivered,Valid
O02056,C0626,15-10-2025,Credit Card,Delivered,Valid
O02057,C0429,18-06-2026,Debit Card,Cancelled,Valid
O02058,C0390,20-05-2026,Net Banking,Delivered,Valid
O02059,C0654,26-12-2025,COD,Delivered,Valid
O02060,C0673,01-10-2025,Debit Card,Delivered,Valid
O02061,C0300,08-06-2026,COD,Delivered,Valid
O02062,C0646,17-01-2026,Net Banking,Delivered,Valid
O02063,C0557,04-03-2026,Debit Card,Delivered,Valid
O02064,C0225,27-08-2025,Debit Card,Delivered,Valid
O02065,C0458,14-12-2025,Credit Card,Returned,Valid
O02066,C0436,29-08-2025,Credit Card,Delivered,Valid
O02067,C0327,04-06-2026,UPI,Delivered,Valid
O02068,C0714,20-01-2026,Credit Card,Processing,Valid
O02069,C0496,08-03-2026,Net Banking,Delivered,Valid
O02070,C0704,29-10-2025,UPI,Delivered,Valid
O02071,C0275,17-03-2026,Credit Card,Delivered,Valid
O02072,C0063,14-04-2026,Debit Card,Delivered,Valid
O02073,C0692,10-12-2025,COD,Delivered,Valid
O02074,C0453,03-02-2026,COD,Delivered,Valid
O02075,C0056,15-11-2025,COD,Processing,Valid
O02076,C0225,21-12-2025,UPI,Delivered,Valid
O02077,C0459,26-01-2026,Credit Card,Cancelled,Valid
O02078,C0171,01-04-2026,Credit Card,Processing,Valid
O02079,C0641,26-08-2025,Net Banking,Cancelled,Valid
O02080,C0338,05-09-2025,Net Banking,Delivered,Valid
O02081,C0021,05-07-2026,UPI,Delivered,Valid
O02082,C0093,26-06-2026,Debit Card,Delivered,Valid
O02083,C0786,28-07-2026,Net Banking,Delivered,Valid
O02084,C0671,26-07-2025,Net Banking,Delivered,Valid
O02085,C0371,01-04-2026,Credit Card,Delivered,Valid
O02086,C0549,19-01-2026,Credit Card,Delivered,Valid
O02087,C0166,08-01-2026,Debit Card,Delivered,Valid
O02088,C0221,10-04-2026,Credit Card,Delivered,Valid
O02089,C0037,11-07-2025,Net Banking,Delivered,Valid
O02090,C0514,20-01-2026,COD,Delivered,Valid
O02091,C0161,22-11-2025,Debit Card,Delivered,Valid
O02092,C0236,20-05-2026,Credit Card,Delivered,Valid
O02093,C0279,19-07-2026,UPI,Delivered,Valid
O02094,C0672,22-01-2026,Credit Card,,Valid
O02095,C0277,13-08-2025,UPI,Delivered,Valid
O02096,C0517,05-07-2026,COD,Delivered,Valid
O02097,,16-07-2026,Net Banking,Cancelled,Missing
O02098,C0156,18-08-2025,Net Banking,Delivered,Valid
O02099,C0199,07-05-2026,Debit Card,Delivered,Valid
O02100,C0436,20-03-2026,UPI,Delivered,Valid
O02101,C0281,20-02-2026,Credit Card,Delivered,Valid
O02102,C0271,01-06-2026,Net Banking,Delivered,Valid
O02103,C0386,27-11-2025,COD,Delivered,Valid
O02104,C0228,25-01-2026,Net Banking,Delivered,Valid
O02105,C0495,23-11-2025,Net Banking,Delivered,Valid
O02106,C0251,12-01-2026,UPI,Delivered,Valid
O02107,C0746,18-01-2026,Debit Card,Processing,Valid
O02108,C0560,01-07-2026,UPI,Delivered,Valid
O02109,C0230,22-04-2026,UPI,Delivered,Valid
O02110,C0790,27-10-2025,COD,Delivered,Valid
O02111,C0489,15-04-2026,UPI,Returned,Valid
O02112,C0319,18-12-2025,Credit Card,Cancelled,Valid
O02113,C0086,18-08-2025,Net Banking,Delivered,Valid
O02114,C0213,08-03-2026,Net Banking,Delivered,Valid
O02115,C0086,11-09-2025,COD,Cancelled,Valid
O02116,C0485,25-03-2026,Net Banking,Processing,Valid
O02117,C0239,31-07-2025,COD,Delivered,Valid
O02118,C0422,07-12-2025,Debit Card,Delivered,Valid
O02119,C0038,12-12-2025,Net Banking,Cancelled,Valid
O02120,C0417,03-07-2025,Debit Card,Returned,Valid
O02121,C0215,22-07-2026,Net Banking,Delivered,Valid
O02122,C0559,13-03-2026,Debit Card,Returned,Valid
O02123,C0242,12-12-2025,COD,Processing,Valid
O02124,C0495,21-03-2026,Net Banking,Processing,Valid
O02125,C0751,11-08-2025,UPI,Delivered,Valid
O02126,C0717,09-08-2025,COD,Delivered,Valid
O02127,C0776,07-07-2025,Credit Card,Delivered,Valid
O02128,C0767,01-09-2025,Credit Card,Delivered,Valid
O02129,C0449,28-08-2025,UPI,Delivered,Valid
O02130,C0508,26-09-2025,Net Banking,Delivered,Valid
O02131,C0144,19-07-2026,Net Banking,Delivered,Valid
O02132,C0409,05-07-2025,Debit Card,Delivered,Valid
O02133,C0446,28-11-2025,Debit Card,Delivered,Valid
O02134,C0331,11-05-2026,Debit Card,Cancelled,Valid
O02135,C0666,23-09-2025,Credit Card,Delivered,Valid
O02136,C0536,16-06-2026,Credit Card,Cancelled,Valid
O02137,C0732,07-01-2026,Net Banking,Cancelled,Valid
O02138,C0258,27-02-2026,COD,Delivered,Valid
O02139,C0339,18-07-2026,Credit Card,Delivered,Valid
O02140,C0537,02-07-2026,COD,Delivered,Valid
O02141,C0326,30-01-2026,Credit Card,Delivered,Valid
O02142,C0482,04-08-2025,UPI,Delivered,Valid
O02143,C0719,05-10-2025,Credit Card,Returned,Valid
O02144,C0097,02-04-2026,COD,Delivered,Valid
O02145,C0097,01-08-2025,Net Banking,Delivered,Valid
O02146,C0609,19-09-2025,UPI,Delivered,Valid
O02147,C0652,13-04-2026,Credit Card,Delivered,Valid
O02148,C0644,08-07-2025,Credit Card,Delivered,Valid
O02149,C0292,04-02-2026,Net Banking,Processing,Valid
O02150,C0314,05-01-2026,Net Banking,Processing,Valid
O02151,C0413,08-11-2025,Net Banking,Delivered,Valid
O02152,C0657,03-06-2026,Credit Card,Delivered,Valid
O02153,C0607,17-09-2025,UPI,Processing,Valid
O02154,C0222,21-11-2025,Credit Card,Delivered,Valid
O02155,C0578,22-08-2025,Credit Card,Delivered,Valid
O02156,C0602,27-05-2026,COD,Delivered,Valid
O02157,C0590,31-07-2026,Net Banking,Cancelled,Valid
O02158,C0284,13-07-2026,Net Banking,Returned,Valid
O02159,C0485,16-10-2025,Credit Card,Delivered,Valid
O02160,C0238,19-10-2025,UPI,Cancelled,Valid
O02161,C0151,12-09-2025,Credit Card,Delivered,Valid
O02162,C0001,13-12-2025,UPI,Delivered,Valid
O02163,C0141,19-03-2026,COD,Delivered,Valid
O02164,C0681,27-02-2026,Debit Card,Delivered,Valid
O02165,C0513,25-07-2026,UPI,Delivered,Valid
O02166,C0574,18-01-2026,COD,Processing,Valid
O02167,C0395,27-06-2026,COD,Delivered,Valid
O02168,C0320,25-03-2026,Debit Card,Delivered,Valid
O02169,C0081,06-05-2026,Credit Card,Delivered,Valid
O02170,C0649,20-11-2025,Credit Card,Delivered,Valid
O02171,C0574,12-02-2026,COD,Returned,Valid
O02172,C0257,16-06-2026,UPI,Delivered,Valid
O02173,C0446,30-05-2026,Debit Card,Delivered,Valid
O02174,C0026,04-01-2026,COD,Processing,Valid
O02175,C0687,25-12-2025,COD,Delivered,Valid
O02176,C0632,13-04-2026,Credit Card,Delivered,Valid
O02177,C0384,30-09-2025,UPI,Delivered,Valid
O02178,C0453,01-01-2026,Net Banking,Delivered,Valid
O02179,C0006,27-04-2026,Debit Card,Delivered,Valid
O02180,C0097,05-01-2026,Debit Card,Delivered,Valid
O02181,C0014,07-05-2026,Debit Card,Delivered,Valid
O02182,C0663,18-11-2025,COD,Delivered,Valid
O02183,C0045,22-06-2026,Debit Card,Delivered,Valid
O02184,C0641,30-07-2025,Net Banking,Delivered,Valid
O02185,C0736,27-02-2026,Net Banking,Cancelled,Valid
O02186,C0466,09-03-2026,Credit Card,Delivered,Valid
O02187,C0768,28-05-2026,Net Banking,Delivered,Valid
O02188,C0040,06-01-2026,UPI,Cancelled,Valid
O02189,C0731,17-09-2025,Credit Card,Delivered,Valid
O02190,C0085,31-01-2026,UPI,Delivered,Valid
O02191,C0455,23-05-2026,UPI,Delivered,Valid
O02192,C0100,05-04-2026,Debit Card,Delivered,Valid
O02193,C0671,11-05-2026,UPI,Delivered,Valid
O02194,C0689,10-12-2025,Credit Card,Cancelled,Valid
O02195,C0740,04-01-2026,Net Banking,Delivered,Valid
O02196,C0681,23-01-2026,COD,Returned,Valid
O02197,C0686,01-08-2025,UPI,Delivered,Valid
O02198,C0780,14-03-2026,Credit Card,Processing,Valid
O02199,C0274,12-08-2025,Credit Card,Delivered,Valid
O02200,C0046,19-11-2025,Net Banking,Delivered,Valid
O02201,C0706,16-03-2026,COD,Delivered,Valid
O02202,C0651,18-07-2026,UPI,Delivered,Valid
O02203,C0281,14-04-2026,Debit Card,Delivered,Valid
O02204,C0350,24-02-2026,Net Banking,Returned,Valid
O02205,C0089,16-04-2026,COD,Delivered,Valid
O02206,C0120,16-08-2025,Credit Card,Processing,Valid
O02207,C0089,04-10-2025,Debit Card,Cancelled,Valid
O02208,C0642,11-07-2025,Credit Card,Delivered,Valid
O02209,C0223,23-05-2026,Debit Card,Delivered,Valid
O02210,C0084,06-07-2026,Credit Card,Delivered,Valid
O02211,C0698,25-05-2026,Credit Card,Processing,Valid
O02212,C0774,13-07-2026,Credit Card,Delivered,Valid
O02213,C0055,11-01-2026,Debit Card,Delivered,Valid
O02214,C0286,10-09-2025,Net Banking,Delivered,Valid
O02215,C0424,24-10-2025,Credit Card,Delivered,Valid
O02216,C0205,29-09-2025,Debit Card,Delivered,Valid
O02217,C0715,11-02-2026,Debit Card,Delivered,Valid
O02218,C0502,29-12-2025,Net Banking,Delivered,Valid
O02219,C0358,31-07-2026,Net Banking,Delivered,Valid
O02220,C0647,17-06-2026,Credit Card,Delivered,Valid
O02221,C0600,14-01-2026,Credit Card,Delivered,Valid
O02222,C0583,16-10-2025,COD,Delivered,Valid
O02223,C0662,15-06-2026,Debit Card,Delivered,Valid
O02224,C0351,24-06-2026,Net Banking,Delivered,Valid
O02225,C0761,15-11-2025,UPI,Delivered,Valid
O02226,C0792,16-10-2025,Debit Card,Delivered,Valid
O02227,C0479,11-11-2025,UPI,Delivered,Valid
O02228,C0530,03-06-2026,Credit Card,Delivered,Valid
O02229,C0144,25-02-2026,Net Banking,Delivered,Valid
O02230,C0382,15-04-2026,COD,Returned,Valid
O02231,C0603,18-07-2025,Debit Card,Returned,Valid
O02232,C0108,19-05-2026,Debit Card,Delivered,Valid
O02233,C0163,01-02-2026,COD,Delivered,Valid
O02234,C0345,28-05-2026,UPI,Delivered,Valid
O02235,C0367,04-12-2025,Credit Card,Delivered,Valid
O02236,C0560,04-10-2025,UPI,Delivered,Valid
O02237,C0632,19-02-2026,Net Banking,Cancelled,Valid
O02238,C0712,08-02-2026,COD,Delivered,Valid
O02239,C0250,07-11-2025,Debit Card,Cancelled,Valid
O02240,C0346,05-03-2026,COD,Delivered,Valid
O02241,C0042,28-10-2025,Net Banking,Delivered,Valid
O02242,C0432,04-02-2026,Debit Card,Cancelled,Valid
O02243,C0411,30-04-2026,UPI,Delivered,Valid
O02244,C0525,24-09-2025,Debit Card,Cancelled,Valid
O02245,C0715,26-03-2026,Credit Card,Cancelled,Valid
O02246,C0770,10-09-2025,Credit Card,Returned,Valid
O02247,C0342,28-07-2025,UPI,Delivered,Valid
O02248,C0785,11-09-2025,Debit Card,Delivered,Valid
O02249,C0406,23-09-2025,COD,Delivered,Valid
O02250,C0675,14-09-2025,Credit Card,Delivered,Valid
O02251,C0309,05-12-2025,UPI,Delivered,Valid
O02252,C0242,13-10-2025,COD,Delivered,Valid
O02253,C0742,03-11-2025,,Returned,Valid
O02254,C0569,08-01-2026,UPI,Delivered,Valid
O02255,C0164,24-12-2025,UPI,Delivered,Valid
O02256,C0564,17-06-2026,COD,Returned,Valid
O02257,C0218,27-02-2026,COD,Delivered,Valid
O02258,C0724,02-11-2025,UPI,Delivered,Valid
O02259,C0132,10-12-2025,Credit Card,Delivered,Valid
O02260,C0792,15-12-2025,Debit Card,Returned,Valid
O02261,C0748,03-02-2026,Net Banking,Delivered,Valid
O02262,C0547,06-08-2025,Debit Card,Delivered,Valid
O02263,C0686,15-07-2026,Net Banking,Delivered,Valid
O02264,C0228,08-05-2026,Credit Card,Processing,Valid
O02265,C0241,05-01-2026,Debit Card,Delivered,Valid
O02266,C0514,01-07-2025,Net Banking,Cancelled,Valid
O02267,C0770,20-01-2026,UPI,Returned,Valid
O02268,C0236,09-09-2025,COD,Delivered,Valid
O02269,C0046,17-10-2025,Debit Card,Delivered,Valid
O02270,C0096,21-12-2025,COD,Returned,Valid
O02271,C0185,03-02-2026,Credit Card,Delivered,Valid
O02272,C0319,15-01-2026,COD,Delivered,Valid
O02273,C0268,01-02-2026,Credit Card,Delivered,Valid
O02274,C0408,15-06-2026,Net Banking,Delivered,Valid
O02275,C0477,12-08-2025,Debit Card,Returned,Valid
O02276,C0751,21-08-2025,COD,Delivered,Valid
O02277,C0165,11-12-2025,Credit Card,Cancelled,Valid
O02278,C0520,13-01-2026,COD,Delivered,Valid
O02279,C0498,31-05-2026,COD,Delivered,Valid
O02280,C0790,28-07-2025,Debit Card,Delivered,Valid
O02281,C0265,15-07-2026,UPI,Cancelled,Valid
O02282,C0462,15-03-2026,Debit Card,Processing,Valid
O02283,C0485,30-06-2026,Debit Card,Delivered,Valid
O02284,C0374,27-08-2025,Credit Card,Delivered,Valid
O02285,C0545,24-07-2026,COD,Returned,Valid
O02286,C0082,15-09-2025,UPI,Delivered,Valid
O02287,C0725,29-04-2026,Debit Card,Delivered,Valid
O02288,C0528,11-05-2026,COD,Delivered,Valid
O02289,C0050,23-02-2026,Debit Card,Delivered,Valid
O02290,C0125,08-03-2026,COD,Delivered,Valid
O02291,C0052,03-05-2026,Debit Card,Delivered,Valid
O02292,C0436,20-12-2025,Debit Card,Processing,Valid
O02293,C0025,04-04-2026,Debit Card,Delivered,Valid
O02294,C0301,30-12-2025,COD,Delivered,Valid
O02295,C0458,14-12-2025,Debit Card,Cancelled,Valid
O02296,C0037,02-05-2026,UPI,Delivered,Valid
O02297,C0750,19-07-2025,Net Banking,Processing,Valid
O02298,C0406,05-11-2025,Credit Card,Delivered,Valid
O02299,C0548,18-08-2025,Credit Card,Processing,Valid
O02300,C0149,21-05-2026,COD,Delivered,Valid
O02301,C0282,24-12-2025,COD,Returned,Valid
O02302,C0633,02-11-2025,Net Banking,Cancelled,Valid
O02303,C0470,21-07-2025,UPI,Delivered,Valid
O02304,C0382,20-07-2025,Credit Card,Cancelled,Valid
O02305,C0742,23-05-2026,UPI,Delivered,Valid
O02306,C0525,07-07-2026,UPI,Delivered,Valid
O02307,C0653,19-07-2026,Debit Card,Delivered,Valid
O02308,C0411,12-07-2025,Credit Card,Processing,Valid
O02309,C0264,05-07-2026,UPI,Delivered,Valid
O02310,C0120,07-10-2025,Net Banking,Delivered,Valid
O02311,C0311,12-05-2026,Net Banking,Delivered,Valid
O02312,C0250,21-06-2026,UPI,Delivered,Valid
O02313,C0588,28-02-2026,Credit Card,Processing,Valid
O02314,C0448,18-11-2025,Credit Card,Delivered,Valid
O02315,C0514,09-06-2026,UPI,Cancelled,Valid
O02316,C0409,01-10-2025,Debit Card,Delivered,Valid
O02317,C0006,25-01-2026,Credit Card,Delivered,Valid
O02318,C0425,02-06-2026,Credit Card,Delivered,Valid
O02319,C0274,22-02-2026,Net Banking,Cancelled,Valid
O02320,C0326,19-08-2025,Credit Card,Delivered,Valid
O02321,C0019,29-06-2026,Debit Card,Delivered,Valid
O02322,C0066,31/02/2026,Debit Card,Processing,Valid
O02323,C0730,08-05-2026,COD,Cancelled,Valid
O02324,C0431,22-05-2026,Net Banking,Delivered,Valid
O02325,C0555,16-01-2026,COD,Delivered,Valid
O02326,C0013,23-12-2025,Debit Card,Delivered,Valid
O02327,C0355,13-02-2026,Credit Card,Delivered,Valid
O02328,C0761,13-03-2026,Credit Card,Delivered,Valid
O02329,C0715,26-09-2025,COD,Delivered,Valid
O02330,C0413,17-07-2025,Net Banking,Delivered,Valid
O02331,C0647,07-03-2026,Net Banking,Delivered,Valid
O02332,C0086,15-10-2025,Net Banking,Delivered,Valid
O02333,C0312,27-11-2025,Debit Card,Delivered,Valid
O02334,C0691,25-02-2026,UPI,Delivered,Valid
O02335,C0640,26-04-2026,Credit Card,Cancelled,Valid
O02336,C0361,16-04-2026,COD,Delivered,Valid
O02337,C0784,12-07-2025,Debit Card,Delivered,Valid
O02338,C0762,09-03-2026,Credit Card,Delivered,Valid
O02339,C0551,06-09-2025,COD,Cancelled,Valid
O02340,C0127,19-08-2025,COD,Delivered,Valid
O02341,C0217,26-08-2025,Net Banking,Delivered,Valid
O02342,C0183,20-09-2025,COD,Delivered,Valid
O02343,C0419,28-12-2025,Credit Card,Delivered,Valid
O02344,C0614,20-11-2025,Debit Card,Processing,Valid
O02345,C0372,19-05-2026,UPI,Returned,Valid
O02346,C0704,21-05-2026,Debit Card,Delivered,Valid
O02347,C0549,30-03-2026,COD,Delivered,Valid
O02348,C0414,11-03-2026,COD,Delivered,Valid
O02349,C0461,19-09-2025,Credit Card,Delivered,Valid
O02350,C0296,02-07-2025,Net Banking,Delivered,Valid
O02351,C0782,23-02-2026,Credit Card,Returned,Valid
O02352,C0101,13-01-2026,Net Banking,Returned,Valid
O02353,C0429,31-01-2026,COD,Delivered,Valid
O02354,C0652,15-07-2025,Net Banking,Delivered,Valid
O02355,C0142,09-05-2026,Net Banking,Delivered,Valid
O02356,C0083,03-05-2026,Net Banking,Processing,Valid
O02357,C0419,12-07-2025,Debit Card,Cancelled,Valid
O02358,C0256,24-09-2025,Net Banking,Cancelled,Valid
O02359,C0484,16-06-2026,UPI,Delivered,Valid
O02360,C0024,16-07-2026,Net Banking,Returned,Valid
O02361,C0399,09-04-2026,Net Banking,Delivered,Valid
O02362,C0166,20-02-2026,Debit Card,Processing,Valid
O02363,C0246,28-09-2025,COD,Processing,Valid
O02364,C0205,13-12-2025,Credit Card,Delivered,Valid
O02365,C0067,16-07-2025,Credit Card,Cancelled,Valid
O02366,C0473,21-02-2026,Credit Card,Returned,Valid
O02367,C0618,13-02-2026,Credit Card,Delivered,Valid
O02368,C0473,14-03-2026,UPI,Cancelled,Valid
O02369,C0340,20-09-2025,Credit Card,Delivered,Valid
O02370,C0740,05-08-2025,UPI,Processing,Valid
O02371,C0034,15-06-2026,COD,Delivered,Valid
O02372,C0482,14-01-2026,UPI,Delivered,Valid
O02373,C0267,02-07-2026,Net Banking,Delivered,Valid
O02374,C0733,07-05-2026,Net Banking,Processing,Valid
O02375,C0025,10-02-2026,COD,Processing,Valid
O02376,C0062,27-11-2025,COD,Processing,Valid
O02377,C0788,21-07-2025,Debit Card,Delivered,Valid
O02378,C0734,19-03-2026,COD,Delivered,Valid
O02379,C0128,23-08-2025,Credit Card,Delivered,Valid
O02380,C0777,23-04-2026,UPI,Processing,Valid
O02381,C0174,04-01-2026,COD,Returned,Valid
O02382,C0348,11-09-2025,Credit Card,Delivered,Valid
O02383,C0216,13-11-2025,UPI,Delivered,Valid
O02384,C0658,21-06-2026,UPI,Delivered,Valid
O02385,C0727,09-03-2026,Credit Card,Processing,Valid
O02386,C0267,23-12-2025,Debit Card,Returned,Valid
O02387,C0456,17-12-2025,,Returned,Valid
O02388,C0265,17-04-2026,Debit Card,Cancelled,Valid
O02389,C0037,25-07-2026,Credit Card,Delivered,Valid
O02390,C0535,25-11-2025,UPI,Delivered,Valid
O02391,C0380,15-04-2026,Debit Card,Processing,Valid
O02392,C0299,05-12-2025,Credit Card,Cancelled,Valid
O02393,C0650,04-12-2025,COD,Processing,Valid
O02394,C0451,10-06-2026,Debit Card,Delivered,Valid
O02395,C0762,21-06-2026,Credit Card,Delivered,Valid
O02396,C0623,27-11-2025,COD,Delivered,Valid
O02397,C0653,25-10-2025,UPI,Delivered,Valid
O02398,C0598,03-12-2025,Credit Card,Cancelled,Valid
O02399,C0013,10-11-2025,Debit Card,Processing,Valid
O02400,C0521,17-07-2026,Net Banking,Delivered,Valid
O02401,C0489,13-05-2026,Credit Card,Delivered,Valid
O02402,C0660,18-09-2025,Net Banking,Delivered,Valid
O02403,C0322,25-03-2026,Debit Card,Delivered,Valid
O02404,C0497,28-05-2026,Credit Card,Delivered,Valid
O02405,C0494,28-09-2025,COD,Delivered,Valid
O02406,C0015,08-06-2026,UPI,Delivered,Valid
O02407,C0231,06-12-2025,Credit Card,Delivered,Valid
O02408,C0154,20-11-2025,Net Banking,Processing,Valid
O02409,C0747,31-08-2025,Credit Card,Delivered,Valid
O02410,C0511,21-02-2026,Net Banking,Cancelled,Valid
O02411,C0013,18-07-2026,Net Banking,Delivered,Valid
O02412,C0760,12-10-2025,Debit Card,Returned,Valid
O02413,C0034,21-01-2026,UPI,Delivered,Valid
O02414,C0520,04-08-2025,Debit Card,Delivered,Valid
O02415,C0548,15-07-2026,Net Banking,Delivered,Valid
O02416,C0058,14-02-2026,,Delivered,Valid
O02417,C0254,03-11-2025,Debit Card,Processing,Valid
O02418,C0188,19-06-2026,Credit Card,Delivered,Valid
O02419,C0707,03-07-2026,COD,Delivered,Valid
O02420,C0042,08-05-2026,Debit Card,Delivered,Valid
O02421,C0285,16-08-2025,Credit Card,Processing,Valid
